conference,gender,name,image_urls,year
Jenkins User Conference San Francisco,male,Matthew Kocher,,2012
Jenkins User Conference San Francisco,male,Max  Spring,,2012
Jenkins User Conference San Francisco,male,Norman Baumann,,2012
Jenkins User Conference San Francisco,male,Toomas  Romer,,2012
Jenkins User Conference San Francisco,mostly_male,R. Tyler Croy,,2012
jQuery Conference San Francisco,andy,Pat McLaughlin,,2012
jQuery Conference San Francisco,female,Rebecca Murphey,,2012
jQuery Conference San Francisco,male,Adam J. Sontag,,2012
jQuery Conference San Francisco,male,Alex McPherson,,2012
jQuery Conference San Francisco,male,Alex Sexton,,2012
jQuery Conference San Francisco,male,Andy Matthews,,2012
jQuery Conference San Francisco,male,Ben Alman,,2012
jQuery Conference San Francisco,male,Daniel Cohen,,2012
jQuery Conference San Francisco,male,Dave Methvin,,2012
jQuery Conference San Francisco,male,Doug Neiner,,2012
jQuery Conference San Francisco,male,Elijah Manor,,2012
jQuery Conference San Francisco,male,James Long,,2012
jQuery Conference San Francisco,male,John Bender,,2012
jQuery Conference San Francisco,male,John K.  Paul,,2012
jQuery Conference San Francisco,male,Jörn  Zaefferer,,2012
jQuery Conference San Francisco,male,Menno Van Slooten,,2012
jQuery Conference San Francisco,male,Mike Sherov,,2012
jQuery Conference San Francisco,male,Richard D. Worth,,2012
jQuery Conference San Francisco,male,Rick Waldron,,2012
jQuery Conference San Francisco,male,Scott González,,2012
jQuery Conference San Francisco,male,Shane Riley,,2012
jQuery Conference San Francisco,male,Timmy Wilson,,2012
jQuery Conference San Francisco,male,Todd Parker,,2012
jQuery Conference San Francisco,male,Yehuda Katz,,2012
jQuery Conference San Francisco,mostly_male,Corey  Frang,,2012
jQuery Conference San Francisco,mostly_male,Daryl Koopersmith,,2012
jQuery Conference San Francisco,mostly_male,Kris Borchers,,2012
jQuery Conference UK,male,Addy Osmani,,2012
jQuery Conference UK,male,Ben Galbraith,,2012
jQuery Conference UK,male,Christian Heilmann,,2012
jQuery Conference UK,male,Dion Almaer,,2012
jQuery Conference UK,male,Doug Neiner,,2012
jQuery Conference UK,male,Haymo Meran,,2012
jQuery Conference UK,male,Jörn  Zaefferer,,2012
jQuery Conference UK,male,Laurent Delcambre,,2012
jQuery Conference UK,male,Paul Irish,,2012
jQuery Conference UK,male,Ralph Whitbeck,,2012
jQuery Conference UK,male,Todd Parker,,2012
jQuery Conference UK,male,Wes Nolte,,2012
JRuby Conference,male,Charles Nutter,,2009
JRuby Conference,male,Nick Sieger,,2009
JRuby Conference,male,Thomas Enebo,,2009
js.chi();,male,Justin Meyer,,2012
js.chi();,male,Kumar McMillan,,2012
JSConf,andy,Altered  Qualia,,2012
JSConf,andy,Garann Means,,2012
JSConf,andy,Jing Jin,,2012
JSConf,andy,Mr. Doob,,2012
JSConf,andy,Neuman Vong,,2012
JSConf EU,andy,Bartek Szopka,,2013
JSConf EU,andy,Loreena Lee,,2013
JSConf EU,andy,Shubhie Panicker,,2013
JSConf EU,female,Anette Bergo,,2013
JSConf EU,female,Astrid Bin,,2013
JSConf EU,female,Chrissy Welsh,,2013
JSConf EU,female,Hannah Donovan,,2013
JSConf EU,female,Martha Girdler,,2013
JSConf EU,female,Natalia Berdys,,2013
JSConf EU,female,Natalia Buckley,,2013
JSConf EU,female,Pam Selle,,2013
JSConf EU,female,Sara Chipps,,2013
JSConf EU,female,Soledad Penades,,2013
JSConf EU,male,Adam Baldwin,,2013
JSConf EU,male,Addy Osmani,,2013
JSConf EU,male,Alex Feyerke,,2013
JSConf EU,male,Allen Pike,,2013
JSConf EU,male,Andy Wingo,,2013
JSConf EU,male,Brendan Eich,,2013
JSConf EU,male,Christian Kvalheim,,2013
JSConf EU,male,Christopher Burgmer,,2013
JSConf EU,male,Dmitry Jemerov,,2013
JSConf EU,male,Domenic Denicola,,2013
JSConf EU,male,Edward Ocampo-Gooding,,2013
JSConf EU,male,Forbes LIndesay,,2013
JSConf EU,male,Forrest Oliphant,,2013
JSConf EU,male,Hannes Payer,,2013
JSConf EU,male,Jan Krutisch,,2013
JSConf EU,male,Jason Frame,,2013
JSConf EU,male,Joel Dart,,2013
JSConf EU,male,John McCutchan,,2013
JSConf EU,male,Jon Bretman,,2013
JSConf EU,male,Julien Genestoux,,2013
JSConf EU,male,Kevin Dangoor,,2013
JSConf EU,male,Marius Gundersen,,2013
JSConf EU,male,Martin Boßlet,,2013
JSConf EU,male,Martin Kleppmann,,2013
JSConf EU,male,Michal Biniek,,2013
JSConf EU,male,Mike West,,2013
JSConf EU,male,Nic Da Costa,,2013
JSConf EU,male,Nick  Small,,2013
JSConf EU,male,Patrick Dubroy,,2013
JSConf EU,male,Pete Hunt,,2013
JSConf EU,male,Peter Flynn,,2013
JSConf EU,male,Sebastian Tiedtke,,2013
JSConf EU,male,Simon Tennant,,2013
JSConf EU,male,Tim Messerschmidt,,2013
JSConf EU,male,Tim Park,,2013
JSConf EU,male,Tom Dale,,2013
JSConf EU,male,Vince Allen,,2013
JSConf EU,mostly_male,Charlie Crane,,2013
JSConf EU,mostly_male,Nat Duca,,2013
JSConf,female,Angelina Fabbro,,2012
JSConf,female,Divya Manian,,2012
JSConf,female,Elise Huard,,2012
JSConf,female,Emily Rose,,2012
JSConf,female,Irene Ros,,2012
JSConf,female,Julie Ann Horvath,,2012
JSConf,female,Karolina Szczur,,2012
JSConf,female,Margaret Leibovic,,2012
JSConf,male,Adam Wolff,,2012
JSConf,male,Alex Sexton,,2012
JSConf,male,Andres Heijlsberg,,2012
JSConf,male,Andrew Miadowicz,,2012
JSConf,male,Andy Wingo,,2012
JSConf,male,Angus Croll,,2012
JSConf,male,Axel Rauschmayer,,2012
JSConf,male,Daan van Berkel,,2012
JSConf,male,Felix Geisendörfer,,2012
JSConf,male,Florian Loitsch,,2012
JSConf,male,Francisco Jordano,,2012
JSConf,male,Jakob Mattson,,2011
JSConf,male,James Halliday,,2012
JSConf,male,Jason Huggins,,2012
JSConf,male,John Bender,,2012
JSConf,male,John Hjelmstad,,2012
JSConf,male,Julian Viereck,,2012
JSConf,male,Kamen Bundev,,2012
JSConf,male,Kevin Markman,,2012
JSConf,male,Kirill Safonov,,2012
JSConf,male,Lennart Kats,,2012
JSConf,male,Luke Hoban,,2012
JSConf,male,Malte Ubl,,2012
JSConf,male,Markus Leutwyler,,2012
JSConf,male,Matthew Delaney,,2012
JSConf,male,Max Ogden,,2012
JSConf,male,Maxwell Krohn,,2012
JSConf,male,Michael Bebenita,,2012
JSConf,male,Michael Starzinger,,2012
JSConf,male,Olov Lassus,,2012
JSConf,male,Remy Sharp,,2012
JSConf,male,Sebastian Golasch,,2012
JSConf,male,Stuart Memo,,2012
JSConf,male,Thomas Kroeber,,2012
JSConf,male,Vyacheslav Egorov,,2012
JSConf,mostly_female,Mary Rose Cook,,2012
JSConf,mostly_male,Sam Dutton,,2012
Kiwi PyCon,male,Alan Williams,,2013
Kiwi PyCon,male,Angus Gratton,,2013
Kk,andy,Georgie Carpenter and Julien Viard,,2012
Kk,andy,Raena Jackson-Armitage,,2012
Kk,female,Aimee Maree Forsstrom,,2012
Kk,female,Claudine Chionh,,2012
Kk,female,Erica Bramham,,2012
Kk,female,Silvia Pfeiffer,,2012
Kk,male,Alex Lawn,,2012
Kk,male,Andrew Yager,,2012
Kk,male,Arjen Lentz,,2012
Kk,male,Campbell Angus,,2012
Kk,male,Colin Watson and Christian Biggins,,2012
Kk,male,Daniel Nitsche,,2012
Kk,male,David Peterson,,2012
Kk,male,Dmitri Gaskin,,2012
Kk,male,Dries Buytaert,,2012
Kk,male,Geoffrey Roberts,,2012
Kk,male,Gian Wild,,2012
Kk,male,Heath Graham,,2012
Kk,male,James Gollan,,2012
Kk,male,Jason Brooks,,2012
Kk,male,Jeff Hanbury and Tony Aslett,,2012
Kk,male,John Kennedy,,2012
Kk,male,Justin Randell,,2012
Kk,male,Luke Brooker,,2012
Kk,male,Martin Fuggle,,2012
Kk,male,Michael Strelan and Mark Matuschka,,2012
Kk,male,Miguel Jacq,,2012
Kk,male,Murray Woodman,,2012
Kk,male,Pascal Hakim,,2012
Kk,male,Richard Hayward,,2012
Kk,male,Russ Porteous,,2012
Kk,male,Simon Hobbs,,2012
Kk,male,Simon Pascal Klein,,2012
Kk,male,Stuart Clark and Brian Gilbert,,2012
Kk,male,Sven Berg Ryen,,2012
Kk,mostly_female,Kim Pepper,,2012
Kk,mostly_male,Bevan Rudge,,2012
Kk,mostly_male,Chris Ward,,2012
Kk,mostly_male,Lee Rowlands,,2012
Kod.io,female,Anika Lindtner,,2014
Kod.io,female,Carina C. Zona,,2014
Kod.io,female,Joanne Cheng,,2014
Kod.io,female,Lea Verou,,2014
Kod.io,male,Andreas Tiefenthaler,,2014
Kod.io,male,Arne Brasseur,,2014
Kod.io,male,Burak Yiğit Kaya,,2014
Kod.io,male,Joshua Ballanco,,2014
Kod.io,male,Markus Prinz,,2014
Kod.io,male,Mathias Bynens,,2014
Kod.io,male,Mikael Konutgan,,2014
Kod.io,male,Mike Adolphs,,2014
Kod.io,male,Mitchell Hashimoto,,2014
Kod.io,male,Muhammet Sena Aydin,,2014
Kod.io,male,Pascal Precht,,2014
Kod.io,male,Piotr Szotkowski,,2014
Kod.io,male,Steve Scott,,2014
Kod.io,mostly_male,Chris Bruckmayr,,2014
La,andy,Amitay Isaacs,,2012
La,andy,Bdale Garbee,,2012
La,andy,Henare Degan,,2012
La,andy,Nikunj A  Dadhania,,2012
La,andy,Rusty Russell,,2012
La,andy,Sridhar Dhanapalan,,2012
La,female,Alice Boxhall,,2012
La,female,Allison Randal,,2012
La,female,Elizabeth Garbee,,2012
La,female,Jacinta Richardson,,2012
La,female,Kate Stewart,,2012
La,female,Kathy Reid,,2012
La,female,Lana Brindley,,2012
La,female,Laura Thomson,,2012
La,female,Romana Challans,,2012
La,female,sarah Novotny,,2012
La,female,Selena Deckelmann,,2012
La,female,Silvia Pfeiffer,,2012
La,female,Valeria Bertacco,,2012
La,female,Valerie Aurora,,2012
La,male,Andrew Bartlett,,2012
La,male,Andrew Tridgell,,2012
La,male,Angus Kidman,,2012
La,male,Avi Miller,,2012
La,male,Ben Kero,,2012
La,male,Ben Martin,,2012
La,male,Ben Powell,,2012
La,male,Ben Sturmfels,,2012
La,male,Bernard Duggan,,2012
La,male,Christopher Collins,,2012
La,male,Dan McGarry,,2012
La,male,Dario Freddi,,2012
La,male,Dave Chinner,,2012
La,male,David Barr,,2012
La,male,David Basden,,2012
La,male,David Mandala,,2012
La,male,David Rowe,,2012
La,male,Etienne Le Sueur,,2012
La,male,Florian Haas,,2012
La,male,Greg Banks,,2012
La,male,Ian Beardslee,,2012
La,male,James Blair,,2012
La,male,Jean-Marc Valin,,2012
La,male,Jeremy Lakeman,,2012
La,male,Jim Cheetham,,2012
La,male,Joel Stanley,,2012
La,male,Jonathan Corbet,,2012
La,male,Jonathan Oxer,,2012
La,male,Jon Cruz,,2012
La,male,Josh Triplett,,2012
La,male,Justin Dow,,2012
La,male,Kai Blin,,2012
La,male,Lenz Gschwendtner,,2012
La,male,Malcolm Tredinnick,,2012
La,male,Mark Jessop,,2012
La,male,Martin Schwenke,,2012
La,male,Matt Evans,,2012
La,male,Matthew Garrett,,2012
La,male,Mike Lawther,,2012
La,male,Monty Taylor,,2012
La,male,Nicolas Erdody,,2012
La,male,Paris Buttfield-Addison,,2012
La,male,Paul Gardner-Stephen,,2012
La,male,Peter Chubb,,2012
La,male,Philip Lindsay,,2012
La,male,Robert Mibus,,2012
La,male,Scott Finneran,,2012
La,male,Shane Stephens,,2012
La,male,Shyam Mani,,2012
La,male,Simon Horman,,2012
La,male,Stewart Smith,,2012
La,male,Thomas Sprinkmeier,,2012
La,male,Tim Ansell,,2012
La,male,Todd Austin,,2012
La,male,Trevor Parscal,,2012
La,mostly_female,Jamie Wilkinson,,2012
La,mostly_female,Leslie Hawthorn,,2012
La,mostly_female,Mary Gardiner,,2012
La,mostly_male,Corey Wallis,,2012
La,mostly_male,Ronnie Sahlberg,,2012
LA Ruby Conference,female,Fiona Tay,,2013
LA Ruby Conference,female,Hannah Howard,,2014
LA Ruby Conference,female,Sarah Mei,,2010
LA Ruby Conference,male,Aaron Harpole,,2014
LA Ruby Conference,male,Aaron Patterson,,2009
LA Ruby Conference,male,Adam Blum,,2009
LA Ruby Conference,male,Aman Gupta,,2010
LA Ruby Conference,male,Andy Pliszka,,2014
LA Ruby Conference,male,Ari Lerner,,2009
LA Ruby Conference,male,Austin Fonacier,,2013
LA Ruby Conference,male,Ben Sandofsky,,2011
LA Ruby Conference,male,Ben Scofield,,2012
LA Ruby Conference,male,Bill Lapcevic,,2009
LA Ruby Conference,male,Bjorn Freeman-Benson,,2010
LA Ruby Conference,male,Brendan Lim,,2009
LA Ruby Conference,male,Bryan Helmkamp,,2013
LA Ruby Conference,male,Bryan Liles,,2011
LA Ruby Conference,male,Carlo Flores,,2012
LA Ruby Conference,male,Damon Evans,,2009
LA Ruby Conference,male,Danny Blitz,,2009
LA Ruby Conference,male,Dan Yoder,,2009
LA Ruby Conference,male,Dan Yoder,,2012
LA Ruby Conference,male,Evan Dorn,,2011
LA Ruby Conference,male,Evan Dorn,,2014
LA Ruby Conference,male,Evan Phoenix,,2011
LA Ruby Conference,male,Giles Bowkett,,2011
LA Ruby Conference,male,Jeff Casimir,,2012
LA Ruby Conference,male,Jeremie Castagna,,2012
LA Ruby Conference,male,Jeremy Evans,,2009
LA Ruby Conference,male,Jim Weirich,,2009
LA Ruby Conference,male,Jim Weirich,,2011
LA Ruby Conference,male,Joe Damato,,2010
LA Ruby Conference,male,Joe Moore,,2014
LA Ruby Conference,male,Joe O'Brien,,2012
LA Ruby Conference,male,John Barnette,,2009
LA Ruby Conference,male,John Bender,,2012
LA Ruby Conference,male,Jonathan Dahl,,2011
LA Ruby Conference,male,Juan Pablo Genovese,,2013
LA Ruby Conference,male,Justin Searls,,2014
LA Ruby Conference,male,Mark Bates,,2014
LA Ruby Conference,male,Mark Menard,,2014
LA Ruby Conference,male,Matt Aimonetti,,2012
LA Ruby Conference,male,Matt Parker,,2013
LA Ruby Conference,male,Matt Yoho,,2011
LA Ruby Conference,male,Michael  Fairchild,,2009
LA Ruby Conference,male,Michael Hartl,,2011
LA Ruby Conference,male,Mike Leone,,2013
LA Ruby Conference,male,Mike Moore,,2012
LA Ruby Conference,male,Mike Moore,,2014
LA Ruby Conference,male,Mitchell Hashimoto,,2011
LA Ruby Conference,male,Robbie Clutton,,2013
LA Ruby Conference,male,Ron Evans,,2009
LA Ruby Conference,male,Ron Evans,,2011
LA Ruby Conference,male,Ron Evans,,2013
LA Ruby Conference,male,Sebastian Sogamoso,,2014
LA Ruby Conference,male,Shane Becker,,2011
LA Ruby Conference,male,Shane Becker,,2012
LA Ruby Conference,male,Steve Klabnik,,2012
LA Ruby Conference,male,Steven Baker,,2012
LA Ruby Conference,male,Tim Morgan,,2010
LA Ruby Conference,male,Wolfram Arnold,,2009
LA Ruby Conference,male,Xavier Shay,,2012
LA Ruby Conference,mostly_male,Blake Mizerany,,2009
LA Ruby Conference,mostly_male,Chris Hunt,,2013
LA Ruby Conference,mostly_male,Corey Haines,,2013
LA Ruby Conference,mostly_male,Pradeep Elankumaran,,2009
LA Ruby Conference,mostly_male,Ryan Weald,,2013
LA Ruby Conference,mostly_male,Tyler McMullen,,2010
Lca,andy,Asheesh Laroia,,2013
Lca,andy,Dong Wei,,2013
Lca,andy,Francois Marier,,2013
Lca,andy,Joh Pirie-Clarke,,2013
Lca,andy,Sage Weil,,2013
Lca,andy,Srivatsa Bhat,,2013
Lca,female,Denise Paolucci,,2013
Lca,female,Kate Chapman,,2013
Lca,female,Kristina Hoeppner,,2013
Lca,female,Pia Waugh,,2013
Lca,female,Ruth Ellison,,2013
Lca,female,Sarah Sharp,,2013
Lca,female,Silvia Pfeiffer,,2013
Lca,male,Adam Boileau,,2013
Lca,male,Adam Harvey,,2013
Lca,male,Adrian Sutton,,2013
Lca,male,Alan Leigh,,2013
Lca,male,Alex Bradbury,,2013
Lca,male,Andrew Tridgell,,2013
Lca,male,Andrew van der Stock,,2013
Lca,male,Andy Fitzsimon,,2013
Lca,male,Angus Salkeld,,2013
Lca,male,Anton Blanchard,,2013
Lca,male,Avi Miller,,2013
Lca,male,Beau Johnston,,2013
Lca,male,Benjamin Herrenschmidt,,2013
Lca,male,Ben Kero,,2013
Lca,male,Ben Powell,,2013
Lca,male,Brian Hourigan,,2013
Lca,male,Carl Worth,,2013
Lca,male,Craig Burton,,2013
Lca,male,Dan Bode,,2013
Lca,male,Daniel Maher,,2013
Lca,male,Daniel Stone,,2013
Lca,male,Dave Boutcher,,2013
Lca,male,Dave Jones,,2013
Lca,male,David Airlie,,2013
Lca,male,David Rowe,,2013
Lca,male,Dirk Hohndel,,2013
Lca,male,Douglas Bagnall,,2013
Lca,male,Duncan Laurie,,2013
Lca,male,Emmanuele Bassi,,2013
Lca,male,Eric Anholt,,2013
Lca,male,Florian Haas,,2013
Lca,male,Geoff Huston,,2013
Lca,male,Gregory Banks,,2013
Lca,male,Hugh Fisher,,2013
Lca,male,James Blair,,2013
Lca,male,James Bottomley,,2013
Lca,male,Jason White,,2013
Lca,male,Joel Stanley,,2013
Lca,male,Joey Hess,,2013
Lca,male,John Dickinson,,2013
Lca,male,Jonathan Oxer,,2013
Lca,male,Jonathan Woithe,,2013
Lca,male,Jon Cruz,,2013
Lca,male,Josh Berkus,,2013
Lca,male,Josh Triplett,,2013
Lca,male,Justin Dow,,2013
Lca,male,Keith Packard,,2013
Lca,male,Mark Smith,,2013
Lca,male,Martin Pool,,2013
Lca,male,Matthew Wilcox,,2013
Lca,male,Michael Kerrisk,,2013
Lca,male,Michael Meeks,,2013
Lca,male,Michael Schwern,,2013
Lca,male,Nathan Willis,,2013
Lca,male,Neil Brown,,2013
Lca,male,Paul Fenwick,,2013
Lca,male,Paul Gardner-Stephen,,2013
Lca,male,Paul McKenney,,2013
Lca,male,Paul Wankadia,,2013
Lca,male,Pavel Emelyanov,,2013
Lca,male,Peter Chubb,,2013
Lca,male,Ricky Ng-Adam,,2013
Lca,male,Robert Collins,,2013
Lca,male,Robert Edwards,,2013
Lca,male,Robert Mibus,,2013
Lca,male,Shane Stephens,,2013
Lca,male,Stephen Hemminger,,2013
Lca,male,Steve Baker,,2013
Lca,male,Stewart Smith,,2013
Lca,male,Tim Serong,,2013
Lca,male,Tom Marble,,2013
Lca,male,Yannick Brosseau,,2013
Lca,mostly_female,Lindsay Holmwood,,2013
Lca,mostly_female,sky croeser,,2013
Lca,mostly_male,robin humble,,2013
Lone Star Ruby Conference,andy,Ashe Dryden,,2013
Lone Star Ruby Conference,andy,Bernerd Schaefer,,2010
Lone Star Ruby Conference,andy,Bheeshmar Redheendran,,2009
Lone Star Ruby Conference,andy,Mando Escamilla,,2011
Lone Star Ruby Conference,andy,Various Presenters,,2011
Lone Star Ruby Conference,andy,Wynn Netherland,,2010
Lone Star Ruby Conference,andy,Wynn Netherland,,2011
Lone Star Ruby Conference,female,Dana Grey,,2009
Lone Star Ruby Conference,female,Eleanor McHugh,,2011
Lone Star Ruby Conference,female,Katrina Owen,,2013
Lone Star Ruby Conference,female,Nell Shamrell,,2013
Lone Star Ruby Conference,female,Sarah Brookfield,,2009
Lone Star Ruby Conference,female,Sarah Mei,,2013
Lone Star Ruby Conference,male,Adam Keys,,2010
Lone Star Ruby Conference,male,Adam Keys,,2011
Lone Star Ruby Conference,male,Adam Keys,,2013
Lone Star Ruby Conference,male,Alan Skorkin,,2013
Lone Star Ruby Conference,male,Andrew Bloomgarden,,2011
Lone Star Ruby Conference,male,Ari Lerner,,2010
Lone Star Ruby Conference,male,Avdi Grimm,,2011
Lone Star Ruby Conference,male,Avdi Grimm,,2013
Lone Star Ruby Conference,male,Ben Hamill,,2013
Lone Star Ruby Conference,male,Ben Klang,,2011
Lone Star Ruby Conference,male,Ben Scheirman,,2011
Lone Star Ruby Conference,male,Brandon  Hays,,2013
Lone Star Ruby Conference,male,Brandon Keepers,,2011
Lone Star Ruby Conference,male,Bruce Tate,,2009
Lone Star Ruby Conference,male,Bruce Tate,,2010
Lone Star Ruby Conference,male,Bryan Helmkamp,,2013
Lone Star Ruby Conference,male,Byron Reese,,2013
Lone Star Ruby Conference,male,Charles Lowell,,2011
Lone Star Ruby Conference,male,Charles Lowell,,2013
Lone Star Ruby Conference,male,Conrad  Irwin,,2011
Lone Star Ruby Conference,male,Dave Kapp,,2013
Lone Star Ruby Conference,male,Dave McCrory,,2011
Lone Star Ruby Conference,male,Dave Thomas,,2009
Lone Star Ruby Conference,male,Dave Thomas,,2013
Lone Star Ruby Conference,male,Dr. Nic Williams,,2013
Lone Star Ruby Conference,male,Ethan Garofolo,,2013
Lone Star Ruby Conference,male,Evan Light,,2011
Lone Star Ruby Conference,male,Evan Light,,2013
Lone Star Ruby Conference,male,Fernand Galiana,,2009
Lone Star Ruby Conference,male,Glenn Vanderburg,,2009
Lone Star Ruby Conference,male,Glenn Vanderburg,,2010
Lone Star Ruby Conference,male,Glenn Vanderburg,,2011
Lone Star Ruby Conference,male,Grant Schofield,,2009
Lone Star Ruby Conference,male,Gregg Pollack,,2010
Lone Star Ruby Conference,male,Gregory Brown,,2009
Lone Star Ruby Conference,male,Hal Fulton,,2011
Lone Star Ruby Conference,male,Ian Warshak,,2009
Lone Star Ruby Conference,male,James Edward Gray II,,2009
Lone Star Ruby Conference,male,James Edward Gray II,,2011
Lone Star Ruby Conference,male,James Edward Gray II,,2013
Lone Star Ruby Conference,male,J Austin Hughey,,2013
Lone Star Ruby Conference,male,Jeff Casimir,,2011
Lone Star Ruby Conference,male,Jeff Linwood,,2011
Lone Star Ruby Conference,male,Jeremy Hinegardner,,2009
Lone Star Ruby Conference,male,Jesse Wolgamott,,2010
Lone Star Ruby Conference,male,Jesse Wolgamott,,2011
Lone Star Ruby Conference,male,Jim Mullholland,,2009
Lone Star Ruby Conference,male,Jim Remsik,,2010
Lone Star Ruby Conference,male,Josh Schairbaum,,2013
Lone Star Ruby Conference,male,Kevin Triplett,,2010
Lone Star Ruby Conference,male,Larry Diehl,,2009
Lone Star Ruby Conference,male,Lourens Naudé,,2011
Lone Star Ruby Conference,male,Matt Rogers,,2013
Lone Star Ruby Conference,male,Matt Thompson,,2011
Lone Star Ruby Conference,male,Mike Hagedorn,,2011
Lone Star Ruby Conference,male,Mike Perham,,2009
Lone Star Ruby Conference,male,Mike Subelsky,,2009
Lone Star Ruby Conference,male,Nick Gauthier,,2010
Lone Star Ruby Conference,male,Nick Sutterer,,2010
Lone Star Ruby Conference,male,Obie Fernandez,,2011
Lone Star Ruby Conference,male,Phil Toland,,2011
Lone Star Ruby Conference,male,Reid Gillette,,2013
Lone Star Ruby Conference,male,Richard Schneeman,,2013
Lone Star Ruby Conference,male,Ross Andrews,,2011
Lone Star Ruby Conference,male,Sandi Metz,,2013
Lone Star Ruby Conference,male,Scott Bellware,,2013
Lone Star Ruby Conference,male,Steve Klabnik,,2011
Lone Star Ruby Conference,male,Steve Klabnik,,2013
Lone Star Ruby Conference,male,Steven Harms,,2011
